==PROF== Connected to process 393870 (/usr/bin/python3.12)
==PROF== Disconnected from process 393870
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"9","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__registers_per_thread","register/thread","168"
"9","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__shared_mem_per_block","byte/block","215376"
"10","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","gpu__time_duration.sum","ns","446176"
"10","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__block_size","","384"
"10","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__grid_size","","2048"
"10","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__registers_per_thread","register/thread","168"
"10","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__shared_mem_per_block","byte/block","215376"
"11","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","gpu__time_duration.sum","ns","449536"
"11","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__block_size","","384"
"11","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__grid_size","","2048"
"11","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__registers_per_thread","register/thread","168"
"11","393870","python3.12","127.0.0.1","fmhaSm103aKernel_QkvE4m3OE4m3H256PagedKvCausalP64VarSeqQ128Kv128PersistentContext","1","7","(384, 1, 1)","(64, 32, 1)","0","10.3","Command line profiler metrics","launch__shared_mem_per_block","byte/block","215376"
